"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jun 01 06:12:33 UTC 2026","Mon Jun 01 06:13:18 UTC 2026","44996","intelehealth Web App Regression Test Suite","Regression Functional Regression Test","com.intelehealth.tests.End2EndTest","com.intelehealth.tests.End2EndTest","IDA4_1682_End2End","IDA4_1682_End2End_Login, calendar, view calendar, followup visit, provide prescription","Login, calendar, view calendar, followup visit, provide prescription"
"passed","Mon Jun 01 07:32:33 UTC 2026","Mon Jun 01 07:32:54 UTC 2026","20927","intelehealth Web App Regression Test Suite","Regression Functional Regression Test","com.intelehealth.tests.AwaitPriortyInProgressTest","com.intelehealth.tests.AwaitPriortyInProgressTest","IDA4_1747_StartVisitNote","IDA4-1747, Verify add advice functionality","Advice is added to the patient after starting the visit"
"passed","Mon Jun 01 06:22:18 UTC 2026","Mon Jun 01 06:22:23 UTC 2026","5479","intelehealth Web App Regression Test Suite","Regression Functional Regression Test","com.intelehealth.tests.FilterTest","com.intelehealth.tests.FilterTest","verifyApplyButtonWithoutSelectingDate","Verify Apply button without selecting Date ","Verify Apply button without selecting Date "
"broken","Mon Jun 01 06:33:21 UTC 2026","Mon Jun 01 06:33:41 UTC 2026","20164","intelehealth Web App Regression Test Suite","Regression Functional Regression Test","com.intelehealth.tests.ForgotUsernamePasswordTest","com.intelehealth.tests.ForgotUsernamePasswordTest","IDA4_1480_ForgotUNPW","IDA4_1480_Verify that user receives 6 digit OTP in registered mobile number/email","Verify that user receives 6 digit OTP in registered mobile number/email"
"broken","Mon Jun 01 07:20:53 UTC 2026","Mon Jun 01 07:21:25 UTC 2026","32436","intelehealth Web App Regression Test Suite","Regression Functional Regression Test","com.intelehealth.tests.AwaitPriortyInProgressTest","com.intelehealth.tests.AwaitPriortyInProgressTest","IDA4_1721_StartVisitNote","IDA4_1721_StartVisitNote_Verify delete icon functionality under Diagnosis section","Verify delete icon functionality under Diagnosis section"
"broken","Mon Jun 01 06:26:58 UTC 2026","Mon Jun 01 06:27:18 UTC 2026","20189","intelehealth Web App Regression Test Suite","Regression Functional Regression Test","com.intelehealth.tests.ForgotUsernamePasswordTest","com.intelehealth.tests.ForgotUsernamePasswordTest","IDA4_1444_ForgotUNPW","IDA4_1444_Verify entering mobile number and clicking next","Verify entering mobile number and clicking next"
"failed","Mon Jun 01 06:35:44 UTC 2026","Mon Jun 01 06:36:41 UTC 2026","57416","intelehealth Web App Regression Test Suite","Regression Functional Regression Test","com.intelehealth.tests.HelpSupportLogoutTest","com.intelehealth.tests.HelpSupportLogoutTest","verifyCreateTicketPopupElementsAndTexts","Verify Create Ticket popup UI elements and important texts","Verify that all Create Ticket popup UI elements are displayed and header, title, and submit button texts match expected values"
"passed","Mon Jun 01 07:16:58 UTC 2026","Mon Jun 01 07:17:22 UTC 2026","23337","intelehealth Web App Regression Test Suite","Regression Functional Regression Test","com.intelehealth.tests.AwaitPriortyInProgressTest","com.intelehealth.tests.AwaitPriortyInProgressTest","IDA4_1715_StartVisitNote","IDA4_1715_StartVisitNote_Verify clicking on whatsapp feature in patient interaction section","Verify clicking on whatsapp feature in patient interaction section"
"passed","Mon Jun 01 07:24:59 UTC 2026","Mon Jun 01 07:25:13 UTC 2026","14072","intelehealth Web App Regression Test Suite","Regression Functional Regression Test","com.intelehealth.tests.AwaitPriortyInProgressTest","com.intelehealth.tests.AwaitPriortyInProgressTest","IDA4_1730_StartVisitNote","IDA4_1730_StartVisitNote_Verify if user can type in strength and if characters or spl characters are allowed","Verify if user can type in strength and if characters or spl characters are allowed"
"skipped","Mon Jun 01 07:52:38 UTC 2026","Mon Jun 01 07:52:38 UTC 2026","3","intelehealth Web App Regression Test Suite","Regression Functional Regression Test","com.intelehealth.tests.AppointmentPageTest","com.intelehealth.tests.AppointmentPageTest","IDA4_1788_Appointments","IDA4_1788_Appointments_Verify whether scheduled appointments from healthworker -Mobile is reflecting in web app","Verify whether scheduled appointments from healthworker -Mobile is reflecting in web app"
"broken","Mon Jun 01 06:58:28 UTC 2026","Mon Jun 01 06:58:38 UTC 2026","10156","intelehealth Web App Regression Test Suite","Regression Functional Regression Test","com.intelehealth.tests.VisitSummaryPageTest","com.intelehealth.tests.VisitSummaryPageTest","IDA4_1815_VisitSummary","IDA4_1815_VisitSummary_Verify doing any changes in any of the section in visit summary page","Verify doing any changes in any of the section in visit summary page"
"passed","Mon Jun 01 06:47:52 UTC 2026","Mon Jun 01 06:48:00 UTC 2026","7710","intelehealth Web App Regression Test Suite","Regression Functional Regression Test","com.intelehealth.tests.PrescriptionPageTest","com.intelehealth.tests.PrescriptionPageTest","IDA4_1615_Prescription","Verify the count of records shown at the bottom is correct","Verify the count of records shown at the bottom is correct"
"passed","Mon Jun 01 06:34:26 UTC 2026","Mon Jun 01 06:34:31 UTC 2026","4970","intelehealth Web App Regression Test Suite","Regression Functional Regression Test","com.intelehealth.tests.HelpSupportLogoutTest","com.intelehealth.tests.HelpSupportLogoutTest","IDA4_1648_HelpSupport","IDA4_1648_Verify the Logout functionality","Verify the Logout functionality"
"broken","Mon Jun 01 09:38:26 UTC 2026","Mon Jun 01 09:39:06 UTC 2026","40187","intelehealth Web App Regression Test Suite","Regression Functional Regression Test","com.intelehealth.tests.ChangePasswordLanguageTest","com.intelehealth.tests.ChangePasswordLanguageTest","IDA4_1569_ChangePasswordLanguage","IDA4_1569_Verify that user can change the language","Verify that user can select the language"
"passed","Mon Jun 01 08:41:14 UTC 2026","Mon Jun 01 08:43:17 UTC 2026","122911","intelehealth Web App Regression Test Suite","Regression Functional Regression Test","com.intelehealth.tests.CalendarPageTest","com.intelehealth.tests.CalendarPageTest","IDA4_1861_Calendar","IDA4_1861_Calendar_Verify the doctor availability schedule","Verify the doctor availability schedule"
"failed","Mon Jun 01 06:23:57 UTC 2026","Mon Jun 01 06:24:03 UTC 2026","5769","intelehealth Web App Regression Test Suite","Regression Functional Regression Test","com.intelehealth.tests.FilterTest","com.intelehealth.tests.FilterTest","verifyPopupClosesAfterApply","Verify Filter popup closes after Apply","Verify Filter popup closes after Apply"
"broken","Mon Jun 01 07:08:52 UTC 2026","Mon Jun 01 07:09:13 UTC 2026","20164","intelehealth Web App Regression Test Suite","Regression Functional Regression Test","com.intelehealth.tests.AwaitPriortyInProgressTest","com.intelehealth.tests.AwaitPriortyInProgressTest","IDA4_1707_StartVisitNote","IDA4_1707_StartVisitNote_Verify that only one specialization can be selected from the specialization drop down in Refer to specialist section","Verify that only one specialization can be selected from the specialization drop down in Refer to specialist section"
"passed","Mon Jun 01 06:52:19 UTC 2026","Mon Jun 01 06:52:34 UTC 2026","15223","intelehealth Web App Regression Test Suite","Regression Functional Regression Test","com.intelehealth.tests.VideoFunctionalityTest","com.intelehealth.tests.VideoFunctionalityTest","IDA4_1843_VideoFunctionality","IDA4_1843_Verify that user can make the video call","Verify that user can make the video call"
"passed","Mon Jun 01 06:06:47 UTC 2026","Mon Jun 01 06:07:11 UTC 2026","24404","intelehealth Web App Regression Test Suite","Regression Functional Regression Test","com.intelehealth.tests.End2EndTest","com.intelehealth.tests.End2EndTest","IDA4_1676_End2End","IDA4_1676_End2End_Login, search patient, view, visit summary, whatsapp patient no","Login, search patient, view, visit summary, whatsapp patient no"
"broken","Mon Jun 01 09:14:03 UTC 2026","Mon Jun 01 09:16:43 UTC 2026","159812","intelehealth Web App Regression Test Suite","Regression Functional Regression Test","com.intelehealth.tests.CalendarPageTest","com.intelehealth.tests.CalendarPageTest","IDA4_1879_Calendar","IDA4_1879_Calendar_Verify clicking confirm in the popup when clicked on Save under days off section after selecting single date","Verify clicking confirm in the popup when clicked on Save under days off section after selecting single date"
"broken","Mon Jun 01 05:56:48 UTC 2026","Mon Jun 01 05:57:09 UTC 2026","21294","intelehealth Web App Regression Test Suite","Regression Functional Regression Test","com.intelehealth.tests.DashboardPageTest","com.intelehealth.tests.DashboardPageTest","IDA4_1590_Dashboard","IDA4_1590_Dashboard_Verify that Awaiting visits header shows the correct count of awaiting visits","Verify that Awaiting visits header shows the correct count of awaiting visits"
"broken","Mon Jun 01 06:53:25 UTC 2026","Mon Jun 01 06:53:53 UTC 2026","28091","intelehealth Web App Regression Test Suite","Regression Functional Regression Test","com.intelehealth.tests.VideoFunctionalityTest","com.intelehealth.tests.VideoFunctionalityTest","IDA4_1847_VideoFunctionality","IDA4_1847_Verify when doctor initiates the call, HW gets the incoming call","Verify when doctor initiates the call, HW gets the incoming call"
"broken","Mon Jun 01 06:24:16 UTC 2026","Mon Jun 01 06:24:42 UTC 2026","25701","intelehealth Web App Regression Test Suite","Regression Functional Regression Test","com.intelehealth.tests.FilterTest","com.intelehealth.tests.FilterTest","verifyFilterWorksAlongWithSearchVisitByOpenMrsID","Verify Filter works along with Search Visit By ID","Verify Filter works along with Search vist By ID"
"broken","Mon Jun 01 08:48:31 UTC 2026","Mon Jun 01 08:51:49 UTC 2026","198275","intelehealth Web App Regression Test Suite","Regression Functional Regression Test","com.intelehealth.tests.CalendarPageTest","com.intelehealth.tests.CalendarPageTest","IDA4_1865_Calendar","IDA4_1865_Calendar_Verify that user can select the time from dropdown","Verify that user can select the time from dropdown"
"passed","Mon Jun 01 06:35:25 UTC 2026","Mon Jun 01 06:35:30 UTC 2026","5456","intelehealth Web App Regression Test Suite","Regression Functional Regression Test","com.intelehealth.tests.HelpSupportLogoutTest","com.intelehealth.tests.HelpSupportLogoutTest","verifyOpenTicketCountMatchesTotalTicketCount","Verify open tickets count matches total ticket count on Help & Support screen","Validates that the open tickets count displayed matches the total tickets count irrespective of ticket availability"
"passed","Mon Jun 01 09:33:23 UTC 2026","Mon Jun 01 09:33:58 UTC 2026","34345","intelehealth Web App Regression Test Suite","Regression Functional Regression Test","com.intelehealth.tests.CalendarPageTest","com.intelehealth.tests.CalendarPageTest","IDA4_1891_Calendar","IDA4_1891_Calendar_Verify that your calendar title And Manage Calendar button display in screen","Verify that your calendar title And Manage Calendar button display in screen"
"broken","Mon Jun 01 09:21:17 UTC 2026","Mon Jun 01 09:23:13 UTC 2026","115963","intelehealth Web App Regression Test Suite","Regression Functional Regression Test","com.intelehealth.tests.CalendarPageTest","com.intelehealth.tests.CalendarPageTest","IDA4_1882_Calendar","IDA4_1882_Calendar_Verify the confirm popup when dates are to be removed under days off section","Verify the confirm popup when dates are to be removed under days off section"
