"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri May 22 17:03:14 UTC 2026","Fri May 22 17:03:25 UTC 2026","10417","intelehealth Web App Regression Test Suite","Regression Functional Regression Test","com.intelehealth.tests.ChatPageTest","com.intelehealth.tests.ChatPageTest","IDA4_1830_Chat","IDA4_1830_Verify sending message in chat","Verify sending message in chat"
"passed","Fri May 22 19:15:06 UTC 2026","Fri May 22 19:16:32 UTC 2026","86423","intelehealth Web App Regression Test Suite","Regression Functional Regression Test","com.intelehealth.tests.CalendarPageTest","com.intelehealth.tests.CalendarPageTest","IDA4_1908_Calendar","IDA4_1908_Calendar_Verify Edit Prescription Button","Verify Edit Prescription Button"
"broken","Fri May 22 17:33:11 UTC 2026","Fri May 22 17:33:31 UTC 2026","20194","intelehealth Web App Regression Test Suite","Regression Functional Regression Test","com.intelehealth.tests.ForgotUsernamePasswordTest","com.intelehealth.tests.ForgotUsernamePasswordTest","IDA4_1447_ForgotUNPW","IDA4_1447_Verify username is retrieved and user should be able to login","Verify username is retrieved and user should be able to login"
"passed","Fri May 22 17:51:57 UTC 2026","Fri May 22 17:52:02 UTC 2026","4878","intelehealth Web App Regression Test Suite","Regression Functional Regression Test","com.intelehealth.tests.PrescriptionPageTest","com.intelehealth.tests.PrescriptionPageTest","IDA4_1615_Prescription","Verify the count of records shown at the bottom is correct","Verify the count of records shown at the bottom is correct"
"broken","Fri May 22 18:23:02 UTC 2026","Fri May 22 18:23:41 UTC 2026","39178","intelehealth Web App Regression Test Suite","Regression Functional Regression Test","com.intelehealth.tests.AwaitPriortyInProgressTest","com.intelehealth.tests.AwaitPriortyInProgressTest","IDA4_1715_StartVisitNote","IDA4_1715_StartVisitNote_Verify clicking on whatsapp feature in patient interaction section","Verify clicking on whatsapp feature in patient interaction section"
"passed","Fri May 22 19:17:47 UTC 2026","Fri May 22 19:19:13 UTC 2026","85902","intelehealth Web App Regression Test Suite","Regression Functional Regression Test","com.intelehealth.tests.CalendarPageTest","com.intelehealth.tests.CalendarPageTest","IDA4_1912_Calendar","IDA4_1912_Calendar_Verify that user can see the current week's dates and change the week","Verify that user can see the current week's dates and change the week"
"passed","Fri May 22 17:55:20 UTC 2026","Fri May 22 17:55:46 UTC 2026","26933","intelehealth Web App Regression Test Suite","Regression Functional Regression Test","com.intelehealth.tests.SearchPageTest","com.intelehealth.tests.SearchPageTest","IDA4_1489_Search","IDA4-1489, Search using patient OpenMRS-ID","Search using patient OpenMRS-ID"
"broken","Fri May 22 17:34:26 UTC 2026","Fri May 22 17:34:46 UTC 2026","20150","intelehealth Web App Regression Test Suite","Regression Functional Regression Test","com.intelehealth.tests.ForgotUsernamePasswordTest","com.intelehealth.tests.ForgotUsernamePasswordTest","IDA4_1457_ForgotUNPW","IDA4_1457_Verify user entering valid Email ID and clicking Next","Verify user entering valid Email ID and clicking Next"
"passed","Fri May 22 18:42:41 UTC 2026","Fri May 22 18:42:54 UTC 2026","13090","intelehealth Web App Regression Test Suite","Regression Functional Regression Test","com.intelehealth.tests.AwaitPriortyInProgressTest","com.intelehealth.tests.AwaitPriortyInProgressTest","IDA4_1745_StartVisitNote","IDA4-1745, Verify user is able to enter text and add advice functionality","Verify delete icon functionality for instructions under medication section"
"passed","Fri May 22 17:40:34 UTC 2026","Fri May 22 17:40:37 UTC 2026","3295","intelehealth Web App Regression Test Suite","Regression Functional Regression Test","com.intelehealth.tests.HelpSupportLogoutTest","com.intelehealth.tests.HelpSupportLogoutTest","verifyOpenTicketCountMatchesTotalTicketCount","Verify open tickets count matches total ticket count on Help & Support screen","Validates that the open tickets count displayed matches the total tickets count irrespective of ticket availability"
"passed","Fri May 22 17:43:43 UTC 2026","Fri May 22 17:43:56 UTC 2026","13637","intelehealth Web App Regression Test Suite","Regression Functional Regression Test","com.intelehealth.tests.HelpSupportLogoutTest","com.intelehealth.tests.HelpSupportLogoutTest","verifyCreateTicketWithNoData","Verify Create Ticket With No Data","Verify Create Ticket With No Data"
"broken","Fri May 22 19:21:36 UTC 2026","Fri May 22 19:22:25 UTC 2026","49320","intelehealth Web App Regression Test Suite","Regression Functional Regression Test","com.intelehealth.tests.CalendarPageTest","com.intelehealth.tests.CalendarPageTest","IDA4_1916_Calendar","IDA4_1916_Calendar_Verify that Day off is displayed in marked dates","Verify that Day off is displayed in marked dates"
"broken","Fri May 22 17:36:32 UTC 2026","Fri May 22 17:36:52 UTC 2026","20187","intelehealth Web App Regression Test Suite","Regression Functional Regression Test","com.intelehealth.tests.ForgotUsernamePasswordTest","com.intelehealth.tests.ForgotUsernamePasswordTest","IDA4_1468_ForgotUNPW","IDA4_1468_Verify that user gets the Forgot password screen on clicking the link","Verify that user gets the Forgot password screen on clicking the link"
"broken","Fri May 22 17:32:21 UTC 2026","Fri May 22 17:32:41 UTC 2026","20174","intelehealth Web App Regression Test Suite","Regression Functional Regression Test","com.intelehealth.tests.ForgotUsernamePasswordTest","com.intelehealth.tests.ForgotUsernamePasswordTest","IDA4_1444_ForgotUNPW","IDA4_1444_Verify entering mobile number and clicking next","Verify entering mobile number and clicking next"
