"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Thu May 28 07:53:49 UTC 2026","Thu May 28 07:54:17 UTC 2026","27690","intelehealth Web App Regression Test Suite","Regression Functional Regression Test","com.intelehealth.tests.MessagesPageTest","com.intelehealth.tests.MessagesPageTest","VerifySearchWithInvalidPatientName","Verify Search with Invalid Patient Name","Verify Search with Invalid Patient Name"
"passed","Thu May 28 07:52:41 UTC 2026","Thu May 28 07:52:52 UTC 2026","10097","intelehealth Web App Regression Test Suite","Regression Functional Regression Test","com.intelehealth.tests.MessagesPageTest","com.intelehealth.tests.MessagesPageTest","verifyMessageDateDisplay","Verify Message Date Display","Verify Message Date Display"
"broken","Thu May 28 08:04:28 UTC 2026","Thu May 28 08:04:43 UTC 2026","15160","intelehealth Web App Regression Test Suite","Regression Functional Regression Test","com.intelehealth.tests.VisitSummaryPageTest","com.intelehealth.tests.VisitSummaryPageTest","IDA4_1807_VisitSummary","IDA4_1807_VisitSummary_Verify the functionality of Start call button in visit summary page","Verify the functionality of Start call button in visit summary page"
"broken","Thu May 28 07:19:04 UTC 2026","Thu May 28 07:20:14 UTC 2026","69122","intelehealth Web App Regression Test Suite","Regression Functional Regression Test","com.intelehealth.tests.End2EndTest","com.intelehealth.tests.End2EndTest","IDA4_1681_End2End","IDA4_1681_End2End_Login, calendar, view calendar, appointment, mark as hourly off","Login, calendar, view calendar, appointment, mark as hourly off"
"broken","Thu May 28 08:07:44 UTC 2026","Thu May 28 08:07:54 UTC 2026","10169","intelehealth Web App Regression Test Suite","Regression Functional Regression Test","com.intelehealth.tests.VisitSummaryPageTest","com.intelehealth.tests.VisitSummaryPageTest","IDA4_1816_VisitSummary","IDA4_1816_VisitSummary_Verify the functionality of share prescription button in visit summary page","Verify the functionality of share prescription button in visit summary page"
"passed","Thu May 28 07:27:43 UTC 2026","Thu May 28 07:27:48 UTC 2026","5659","intelehealth Web App Regression Test Suite","Regression Functional Regression Test","com.intelehealth.tests.FilterTest","com.intelehealth.tests.FilterTest","VerifyFilterPopupOpensonClickingFilterIcon","Verify Filter popup opens on clicking Filter icon","Verify Filter popup opens on clicking Filter icon"
"passed","Thu May 28 08:33:18 UTC 2026","Thu May 28 08:33:33 UTC 2026","14541","intelehealth Web App Regression Test Suite","Regression Functional Regression Test","com.intelehealth.tests.AwaitPriortyInProgressTest","com.intelehealth.tests.AwaitPriortyInProgressTest","IDA4_1730_StartVisitNote","IDA4_1730_StartVisitNote_Verify if user can type in strength and if characters or spl characters are allowed","Verify if user can type in strength and if characters or spl characters are allowed"
"passed","Thu May 28 08:29:52 UTC 2026","Thu May 28 08:30:08 UTC 2026","16431","intelehealth Web App Regression Test Suite","Regression Functional Regression Test","com.intelehealth.tests.AwaitPriortyInProgressTest","com.intelehealth.tests.AwaitPriortyInProgressTest","IDA4_1723_StartVisitNote","IDA4_1723_StartVisitNote_Verify doctor is able to enter text","Verify doctor is able to enter text"
"broken","Thu May 28 08:05:27 UTC 2026","Thu May 28 08:05:42 UTC 2026","15171","intelehealth Web App Regression Test Suite","Regression Functional Regression Test","com.intelehealth.tests.VisitSummaryPageTest","com.intelehealth.tests.VisitSummaryPageTest","IDA4_1810_VisitSummary","IDA4_1810_VisitSummary_Verify whether user able to chat and send to healthworker on visit summary page","Verify whether user able to chat and send to healthworker on visit summary page"
"passed","Thu May 28 08:25:44 UTC 2026","Thu May 28 08:26:00 UTC 2026","16113","intelehealth Web App Regression Test Suite","Regression Functional Regression Test","com.intelehealth.tests.AwaitPriortyInProgressTest","com.intelehealth.tests.AwaitPriortyInProgressTest","IDA4_1715_StartVisitNote","IDA4_1715_StartVisitNote_Verify clicking on whatsapp feature in patient interaction section","Verify clicking on whatsapp feature in patient interaction section"
"passed","Thu May 28 08:00:28 UTC 2026","Thu May 28 08:00:36 UTC 2026","7337","intelehealth Web App Regression Test Suite","Regression Functional Regression Test","com.intelehealth.tests.SearchPageTest","com.intelehealth.tests.SearchPageTest","IDA4_1491_Search","IDA4-1491,verify view button","verify view button"
"passed","Thu May 28 11:30:05 UTC 2026","Thu May 28 11:30:58 UTC 2026","53254","intelehealth Web App Regression Test Suite","Regression Functional Regression Test","com.intelehealth.tests.CalendarPageTest","com.intelehealth.tests.CalendarPageTest","IDA4_1859_Calendar","IDA4_1859_Verify clicking on any of the month in calendar","Verify clicking on any of the month in calendar"
"passed","Thu May 28 07:43:09 UTC 2026","Thu May 28 07:43:15 UTC 2026","5569","intelehealth Web App Regression Test Suite","Regression Functional Regression Test","com.intelehealth.tests.HelpSupportLogoutTest","com.intelehealth.tests.HelpSupportLogoutTest","verifyNavigationToHelpAndSupportScreen","Verify that user is navigated to Help & Support screen when clicked from left panel","Validates successful navigation to Help & Support screen and verifies the screen header"
"passed","Thu May 28 09:24:23 UTC 2026","Thu May 28 09:24:57 UTC 2026","34622","intelehealth Web App Regression Test Suite","Regression Functional Regression Test","com.intelehealth.tests.CalendarPageTest","com.intelehealth.tests.CalendarPageTest","IDA4_1894_Calendar","IDA4_1894_Calendar_Verify that Appointment list/Followup list display in time slot","Verify that Appointment list/Followup list display in time slot"
"broken","Thu May 28 08:08:58 UTC 2026","Thu May 28 08:09:09 UTC 2026","10174","intelehealth Web App Regression Test Suite","Regression Functional Regression Test","com.intelehealth.tests.VisitSummaryPageTest","com.intelehealth.tests.VisitSummaryPageTest","IDA4_1819_VisitSummary","IDA4_1819_VisitSummary_Verify functionality of confirm button in share prescription popup","Verify functionality of confirm button in share prescription popup"
"broken","Thu May 28 08:01:20 UTC 2026","Thu May 28 08:01:46 UTC 2026","26610","intelehealth Web App Regression Test Suite","Regression Functional Regression Test","com.intelehealth.tests.VideoFunctionalityTest","com.intelehealth.tests.VideoFunctionalityTest","IDA4_1846_VideoFunctionality","IDA4_1846_Verify when user turns on mic and video","Verify when user turns on mic and video"
"passed","Thu May 28 12:03:54 UTC 2026","Thu May 28 12:05:06 UTC 2026","71354","intelehealth Web App Regression Test Suite","Regression Functional Regression Test","com.intelehealth.tests.CalendarPageTest","com.intelehealth.tests.CalendarPageTest","IDA4_1888_Calendar","IDA4_1888_Calendar_Verify confirm functionality when clicked on save under days off section after selecting multiple dates","Verify confirm functionality when clicked on save under days off section after selecting multiple dates"
"broken","Thu May 28 07:35:00 UTC 2026","Thu May 28 07:35:20 UTC 2026","20202","intelehealth Web App Regression Test Suite","Regression Functional Regression Test","com.intelehealth.tests.ForgotUsernamePasswordTest","com.intelehealth.tests.ForgotUsernamePasswordTest","IDA4_1444_ForgotUNPW","IDA4_1444_Verify entering mobile number and clicking next","Verify entering mobile number and clicking next"
"passed","Thu May 28 08:34:46 UTC 2026","Thu May 28 08:35:01 UTC 2026","14374","intelehealth Web App Regression Test Suite","Regression Functional Regression Test","com.intelehealth.tests.AwaitPriortyInProgressTest","com.intelehealth.tests.AwaitPriortyInProgressTest","IDA4_1733_StartVisitNote","IDA4_1733_StartVisitNote_Verify if the selected days appears if selected","Verify if the selected days appears if selected"
"broken","Thu May 28 08:18:35 UTC 2026","Thu May 28 08:19:02 UTC 2026","27089","intelehealth Web App Regression Test Suite","Regression Functional Regression Test","com.intelehealth.tests.AwaitPriortyInProgressTest","com.intelehealth.tests.AwaitPriortyInProgressTest","IDA4_1708_StartVisitNote","IDA4_1708_StartVisitNote_Verify clicking on Re-assign button in refer to specialist section","Verify clicking on Re-assign button in refer to specialist section"
"passed","Thu May 28 11:31:12 UTC 2026","Thu May 28 11:32:05 UTC 2026","52745","intelehealth Web App Regression Test Suite","Regression Functional Regression Test","com.intelehealth.tests.CalendarPageTest","com.intelehealth.tests.CalendarPageTest","IDA4_1861_Calendar","IDA4_1861_Calendar_Verify the doctor availability schedule","Verify the doctor availability schedule"
"failed","Thu May 28 07:43:49 UTC 2026","Thu May 28 07:44:46 UTC 2026","57017","intelehealth Web App Regression Test Suite","Regression Functional Regression Test","com.intelehealth.tests.HelpSupportLogoutTest","com.intelehealth.tests.HelpSupportLogoutTest","verifyCreateTicketPopupElementsAndTexts","Verify Create Ticket popup UI elements and important texts","Verify that all Create Ticket popup UI elements are displayed and header, title, and submit button texts match expected values"
